titulo;autores;isbn;calificacion_promedio
Neptune Noir: Unauthorized Investigations into Veronica Mars;Rob Thomas-Leah Wilson-Heather Havrilesky-Amy Berner-Lynne Edwards-John  Ramos-Alafair Burke-Chris McCubbin-Lawrence Watt-Evans-Lani Diane Rich-Geoff Klock-Judy Fitzwater-Evelyn Vaughn-Joyce Millman-Amanda Ann Klein-Kristen Kidder-Jesse Hassenger-Gwen Ellery-Misty Hook-Samantha Bornemann;1933771135;3.64
The Soloist;Nicholas Christopher;1593761228;3.27
Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha);Arthur Golden;9833346685;4.1
Memoirs of a Geisha;Arthur Golden;701169699;4.1
Survivor;Chuck Palahniuk;009928264X;3.92
Diary;Chuck Palahniuk;1400032814;3.61
Rant;Chuck Palahniuk;385517874;3.82
Clown Girl;Monica Drake-Chuck Palahniuk;976631156;3.42
Choke;Chuck Palahniuk;99422689;3.69
Haunted;Chuck Palahniuk;1400032822;3.59
Fugitives and Refugees: A Walk in Portland  Oregon;Chuck Palahniuk;1400047838;3.51
Invisible Monsters;Chuck Palahniuk;99285444;4.0
Haunted;Chuck Palahniuk-Erik Darling-Arthur Morey-Scott Brick-Lorna Raver-Marc Cashman-Kimberly Farr-Renee Randman;739302868;3.59
Nonfiction;Chuck Palahniuk;224063022;3.57
Der Simulant;Chuck Palahniuk-Werner Schmitz;3442541662;3.69
Haunted;Chuck Palahniuk;224064452;3.59
Survivant;Chuck Palahniuk-Freddy Michalski;2070756270;3.92
Fantasmas;Chuck Palahniuk-Javier Calvo;9879397509;3.59
Fantasmas;Chuck Palahniuk;843972005X;3.59
Error humano;Chuck Palahniuk-Javier Calvo;8439711867;3.57
Life After God;Douglas Coupland;743231511;3.83
City of Glass: Douglas Coupland's Vancouver;Douglas Coupland;1550548182;3.83
Terry: Terry Fox and His Marathon of Hope;Douglas Coupland;1553651529;4.34
All Families Are Psychotic;Douglas Coupland;7117531;3.69
Shampoo Planet;Douglas Coupland;743231538;3.5
Miss Wyoming;Douglas Coupland;3499232642;3.48
Miss Wyoming;Douglas Coupland;2259834;3.48
Miss Wyoming;Douglas Coupland;7179820;3.48
Pattern Recognition (Blue Ant  #1);William Gibson;425198685;3.87
All Tomorrow's Parties (Bridge  #3);William Gibson;425190447;3.9
Spook Country (Blue Ant  #2);William Gibson;399154302;3.68
Burning Chrome (Sprawl  #0);William Gibson-Bruce Sterling;60539828;4.06
Idoru (Bridge #2);William Gibson;425190455;3.79
Virtual Light (Bridge  #1);William Gibson;140157727;3.84
Neuromancer (Sprawl  #1);William Gibson;441569595;3.89
Stable Strategies and Others;Eileen Gunn-Howard Waldrop-William Gibson;189239118X;3.75
Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson;Dani Cavallaro;485006073;3.79
The Neil Gaiman Audio Collection;Neil Gaiman;60732989;4.26
The Day I Swapped My Dad for Two Goldfish;Neil Gaiman-Dave McKean;60587032;4.03
Death: The Time of Your Life;Neil Gaiman-Chris Bachalo-Mark Buckingham-Mark Pennington-Claire Danes;1563893339;4.22
The Wolves in the Walls;Neil Gaiman-Dave McKean;380810956;4.07
Creatures of the Night;Neil Gaiman-Michael Zulli;1569719365;3.84
New X-Men  Volume 4: Riot at Xavier's;Grant Morrison-Frank Quitely;785110674;4.05
The Invisibles  Volume 1: Say You Want a Revolution;Grant Morrison-Steve Yeowell-Jill Thompson-Dennis Cramer-Peter Milligan;1563892677;3.95
The Mystery Play;Grant Morrison-Jon J. Muth;1563891891;3.44
Kid Eternity;Grant Morrison-Duncan Fegredo;1401209335;3.4
New X-Men  Volume 1: E Is for Extinction;Grant Morrison-Frank Quitely;785108114;4.06
Seven Soldiers of Victory  Volume 1;Grant Morrison-Ryan Sook-Mick Gray-Frazer Irving-J.H. Williams III-Simone Bianchi-Cameron Stewart;1401209254;3.79
Doom Patrol  Vol. 1: Crawling from the Wreckage;Grant Morrison-Richard Case-Doug Braithwaite-Scott Hanna-Carlos Garzon-John Nyberg;1563890348;4.09
The Filth;Grant Morrison-Chris Weston-Gary Erskine;1401200133;3.75
The Invisibles  Vol. 2: Apocalipstick;Grant Morrison-Jill Thompson-Chris Weston-John Ridgway-Steve Parkhouse-Paul Johnson;1563897024;4.22
Doom Patrol  Vol. 5: Magic Bus;Grant Morrison-Richard Case-Ken Steacy-Stan Woch-Philip Bond-Mark McKenna-Scott Hanna;1401212026;4.26
JLA  Vol. 1: New World Order;Grant Morrison-Howard Porter-John Dell;156389369X;3.97
Batman: Gothic;Grant Morrison-Klaus Janson;1563890283;3.79
JLA: Earth 2;Grant Morrison-Frank Quitely;1563896311;3.96
New X-Men: Omnibus;Grant Morrison-Marc Silvestri-Chris Bachalo-John Paul Leon-Frank Quitely-Leinil Francis Yu-Igor Kordey-Ethan Van Sciver-Keron Grant-Tom Derenick-Phil Jimenez;785123261;4.22
Superfolks;Robert  Mayer-Grant Morrison;312339925;3.52
Kill Your Boyfriend;Grant Morrison-Philip Bond-D'Israeli-Daniel Vozzo;156389453X;3.56
Batman: Arkham Asylum - A Serious House on Serious Earth;Grant Morrison-Dave McKean;1401204252;4.1
New X-Men: New Worlds (New X-Men #3);Grant Morrison-Igor Kordey-Ethan Van Sciver;1904159087;3.85
JLA: Tierra 2;Grant Morrison-Frank Quitely-Rafael De la Iglesia;987224975X;3.96
JLA  Vol. 4: Strength in Numbers;Grant Morrison-Mark Waid-Howard Porter-John Dell;1417658584;3.91
Doom Patrol  Vol. 4: Musclebound;Grant Morrison-Richard Case-Mike Dringenberg-Mark McKenna-Jamie Hewlett-Steve Yeowell-Rian Hughes;1401209998;4.16
New X-Men  Volume 7: Here Comes Tomorrow;Grant Morrison-Marc Silvestri;785113452;3.77
The Invisibles  Vol. 7: The Invisible Kingdom;Grant Morrison-Philip Bond-Warren Pleece-Sean Phillips-Jay Stephens-Frank Quitely-Steve Yeowell;1401200192;4.19
The Invisibles  Vol. 3: Entropy in the U.K.;Grant Morrison-Phil Jimenez-John Stokes-Tommy Lee Edwards-Paul Johnson-Steve Yeowell-Dick Giordano-Mark Buckingham-Mark Pennington;1563897288;4.22
Invisible;Pete Hautman;689869037;3.84
The Invisibles  Vol. 4: Bloody Hell in America;Grant Morrison-Phil Jimenez-John Stokes;1563894440;4.17
The Invisibles  Vol. 6: Kissing Mister Quimper;Grant Morrison-Chris Weston-Ivan Reis;1563896001;4.24
Invisible Residents: The Reality of Underwater UFOs;Ivan T. Sanderson-David Hatcher Childress;1931882207;3.68
The Invisibles  Vol. 5: Counting to None;Grant Morrison-Phil Jimenez-John Stokes;1563894890;4.19
The Invisible Heart: An Economic Romance;Russell Roberts-Russ Roberts;262681358;3.75
Transmetropolitan  Vol. 1: Back on the Street;Warren Ellis-Darick Robertson-Darick Robertston-Rodney Ramos-Garth Ennis-Nathan Eyring-Patrick Stewart;1563894459;4.22
Transmetropolitan  Vol. 2: Lust for Life;Warren Ellis-Darick Robertson;1563894815;4.34
Transmetropolitan  Vol. 3: Year of the Bastard;Warren Ellis-Darick Robertson-Rodney Ramos;1563895684;4.4
Transmetropolitan  Vol. 5: Lonely City;Warren Ellis-Darick Robertson-Rodney Ramos-Patrick Stewart;1563897229;4.41
Transmetropolitan  Vol. 4: The New Scum;Warren Ellis-Darick Robertson-Rodney Ramos-Keith Akin;1563896273;4.39
Transmetropolitan  Vol. 8: Dirge;Warren Ellis-Darick Robertson-Rodney Ramos;1563899531;4.47
Transmetropolitan  Vol. 10: One More Time;Warren Ellis-Darick Robertson-Rodney Ramos;1401202179;4.51
Transmetropolitan  Vol. 9: The Cure;Warren Ellis-Darick Robertson-Rodney Ramos;1563899884;4.43
Transmetropolitan  Vol. 7: Spider's Thrash;Warren Ellis-Darick Robertson-Rodney Ramos-Darren Aronofsky;1563898942;4.32
Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category;Dave Eggers-Kevin Shay-Lee Epstein-Suzanne Kleid-McSweeney's Publishing;1400076854;3.76
The Fabric of the Cosmos: Space  Time and the Texture of Reality;Brian Greene;141011114;4.12
The Fabric of the Cosmos: Space  Time  and the Texture of Reality;Brian Greene;965900584;4.12
The Meaning of Relativity (Science Library);Albert Einstein-Brian Greene;691120277;4.33
The Fabric of the Cosmos: Space  Time and the Texture of Reality;Brian Greene;736697500;4.12
Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History;Preston Peet;1932857192;3.84
Under the Influence: The Disinformation Guide to Drugs;Preston Peet;1932857001;3.64
You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths;Russ Kick;966410076;3.87
The Origin of Species;Charles Darwin-Philip Appleman;393978672;3.99
Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day;Albert Jack-Ann Page;60843373;3.71
The Origin of Species;Charles Darwin-Julian Huxley;451529065;3.99
The Origin of Species;Charles Darwin;785819118;3.99
The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics;Elaine Pagels;679731180;3.9
Discourse on the Origin of Inequality;Jean-Jacques Rousseau;486434141;3.83
On the Origins of War and the Preservation of Peace;Donald Kagan;385423756;4.01
The Origins of Totalitarianism;Hannah Arendt;805242252;4.27
The Origin of Consciousness in the Breakdown of the Bicameral Mind;Julian Jaynes;618057072;4.24
Final Fantasy Origins - Official Strategy Guide;Casey Loe-Laura Parkinson;744002532;4.0
Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World;Barrington Moore Jr.-James C. Scott-Edward Friedman;807050733;3.98
Smithsonian Intimate Guide to Human Origins;Carl Zimmer;61196673;4.0
Economic Origins of Dictatorship and Democracy;Daron Acemoğlu-James A. Robinson;521855268;3.93
"African Origins of the Major ""Western Religions""";Yosef A.A. Ben-Jochannan;933121296;4.56
The Origins of the Civil Rights Movements: Black Communities Organizing for Change;Aldon D. Morris;29221307;4.04
The Origin of the Bible;F.F. Bruce-Philip W. Comfort-Carl F.H. Henry-J.I. Packer;842383670;3.84
Country of Origin;Don  Lee;039332706X;3.45
The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy;Colin McGinn;60957603;3.65
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk;Michael Baur-Steven Baur-James S. Spiegel;812696069;3.63
The Gospel According to the Beatles;Steve Turner;664229832;3.79
Shakespeare: The Invention of the Human;Harold Bloom;965686825;4.02
JPod;Douglas Coupland;1596911042;3.71
Hairstyles of the Damned;Joe Meno;188845170X;3.72
Just Visiting This Planet;Neil deGrasse Tyson-Stephen Tyson;385488378;4.19
Merlin's Tour of the Universe;Neil deGrasse Tyson;385488351;4.02
Death by Black Hole: And Other Cosmic Quandaries;Neil deGrasse Tyson;393062244;4.11
Tales from the Dark Tower;Joseph Vargo-Christine Filipak-Eric Muss-Barnes-Jalone J. Haessig-Joseph Iorillo-Robert Michaels-Russell Novotny-James Pipik;967575605;4.23
The Dark Tower (The Dark Tower #7);Stephen King;340827211;4.28
The Gunslinger (The Dark Tower  #1);Stephen King;670032549;3.96
Gunslinger Girl  Vol. 1;Yu Aida-Hiroshi Aida;1413900208;3.86
Gunslinger;Ed Dorn;822309327;4.11
Wasteland of Flint;Thomas Harlan;765341131;3.79
Cities in Dust (Wasteland #1);Antony Johnston-Christopher Mitten;1932664599;3.56
Slim to None: A Journey Through the Wasteland of Anorexia Treatment;Jennifer Hendricks-Gordon Hendricks;71433716;3.65
Sit  Walk  Stand;Watchman Nee;842358935;4.41
Prayers for the Assassin (Assassin Trilogy #1);Robert Ferrigno;141650768X;3.75
Voices From the Street;Philip K. Dick;765316927;3.28
Lies  Inc.;Philip K. Dick;1400030080;3.17
The Minority Report: 18 Classic Stories;Philip K. Dick-James Tiptree Jr.;806523794;4.19
Flow My Tears  the Policeman Said;Philip K. Dick;1857983416;3.93
The Crack in Space;Philip K. Dick-Eric Dawe-Benjamin L. Darcie-Benjamin L Darcie;1400030064;3.46
Divine Invasions: A Life of Philip K. Dick;Lawrence Sutin;786716231;4.09
VALIS;Philip K. Dick;8445074466;3.93
Ubik;Philip K. Dick-David Alabort-Manuel Espín;8498000831;4.1
The Best of Philip K. Dick;Philip K. Dick-John Brunner;345253590;4.22
Vulcan's Hammer;Philip K. Dick;1400030129;3.51
Three Early Novels;Philip K. Dick;1857989120;3.71
Minority Report et autres récits;Philip K. Dick-Hélène Collon;2070426068;3.94
Carly's Sound;Ali Vali;1933110457;4.21
Die Valis Trilogie;Philip K. Dick-Thomas Ziegler-Alexander Martin;3453217276;4.13
Simulacra and Simulation;Jean Baudrillard-Sheila Faria Glaser;472065211;3.98
América;Jean Baudrillard;8433925059;3.9
The System of Objects;Jean Baudrillard-James Benedict;1844670538;4.0
The Intelligence of Evil or the Lucidity Pact;Jean Baudrillard-Chris     Turner;1845203348;3.86
Introducing Baudrillard;Chris Horrocks-Zoran Jevtić;1840460873;3.31
Existentialism and Human Emotions;Jean-Paul Sartre;806509023;3.84
Nausea;Jean-Paul Sartre-James  Wood-Robert Baldick;014118549X;3.92
From Socrates to Sartre: The Philosophic Quest;T.Z. Lavine;553251619;3.93
Hey Rube: Blood Sport  the Bush Doctrine  and the Downward Spiral of Dumbness: Modern History from the ESPN.com Sports Desk;Hunter S. Thompson-John A. Walsh;684873206;3.68
The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only));Plato-G.M.A. Grube-John M. Cooper;872205541;4.07
The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy;Jane Robins;743255909;3.37
Bookends;Jane Green;767907817;3.71
Bookends;Jane Green;140276521;3.71
Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon;Jane Green;140276904;3.64
The Lost Boy;Dave Pelzer;929099036;4.09
Open House;Elizabeth Berg;613997638;3.7
A Morbid Taste for Bones (Chronicles of Brother Cadfael  #1);Ellis Peters;751517496;3.98
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions;Albert Ellis;1886230358;3.67
American Sphinx: The Character of Thomas Jefferson;Joseph J. Ellis;679764410;3.91
Line Of Vision;David Ellis;425183769;3.8
The Other Woman;Jane Green;452287146;3.7
No Other Woman (No Other  #2);Shannon Drake;380781360;3.78
Speculum of the Other Woman;Luce Irigaray-Gillian C. Gill;801493307;4.01
The Other Woman (Dundee  Idaho  #7);Brenda Novak;373713444;4.11
The Other Woman;Ann  O'Leary;1562802348;3.64
Sins of a Shaker Summer (Sister Rose Callahan  #3);Deborah Woodworth;380792044;3.5
InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga  #1);Rumiko Takahashi;1591162025;4.36
Sushi for Beginners;Marian Keyes;718144465;3.69
Pusteblume;Marian Keyes;3453189345;3.8
¿Quién te lo ha contado?;Marian Keyes;8497936736;3.78
Une vie de rêve;Marian Keyes;271443813X;3.69
Por los pelos;Marian Keyes;1400002214;3.8
Under the Duvet;Marian Keyes;141007478;3.51
Rachel's Holiday (Walsh Family #2);Marian Keyes;140271791;3.95
Rachel se va de viaje (La familia Walsh  #2);Marian Keyes;8497599179;3.95
Yeats ist tot!;Joseph O'Connor-Diethard Herles-Pauline McLynn-Gerard Stembridge-Frank McCourt-Conor McPherson-Gene Kerrigan-Gina Moxley-Marian Keyes-Anthony Cronin-Owen O'Neill-Hugo Hamilton-Charlie O'Neill-Tom Humphries-Donal O'Kelly;3548603254;3.39
Le Club de la dernière chance;Marian Keyes;2266130609;3.8
Les vacances de Rachel (Walsh Family  #2);Marian Keyes-Roxane Azimi;2266108271;3.95
¿Quién te lo ha contado?;Marian Keyes;8401315824;3.78
Rachel se va de viaje (La familia Walsh  #2);Marian Keyes;840132954X;3.95
Auszeit für Engel Walsh Family  #3);Marian Keyes;3453868579;3.75
Melancia;Marian Keyes;8528609162;3.78
Vattenmelonen;Marian Keyes-Lina Erkelius;9176435245;3.78
Auszeit für Engel (Walsh Family  #3);Marian Keyes;3453877616;3.75
Férias! (Walsh Family  #2);Marian Keyes-Heloisa Maria Leal;8528610055;3.95
Open House;Elizabeth Berg;99461269;3.7
Slightly Settled (Slightly  #2);Wendy Markham;373250479;3.66
犬夜叉 8;Rumiko Takahashi;4091252087;4.26
犬夜叉 7;Rumiko Takahashi;4091252079;4.27
犬夜叉 25;Rumiko Takahashi;4091256457;4.28
犬夜叉 24;Rumiko Takahashi;4091256449;4.27
犬夜叉 28;Rumiko Takahashi;4091256481;4.29
犬夜叉 4;Rumiko Takahashi;4091252044;4.29
犬夜叉 22;Rumiko Takahashi;4091256422;4.26
犬夜叉 26;Rumiko Takahashi;4091256465;4.29
犬夜叉 12;Rumiko Takahashi;4091255825;4.25
犬夜叉 17;Rumiko Takahashi;4091255876;4.26
犬夜叉 14;Rumiko Takahashi;4091255841;4.3
犬夜叉 10;Rumiko Takahashi;4091252109;4.28
犬夜叉 1;Rumiko Takahashi;409125201X;4.27
犬夜叉 29;Rumiko Takahashi;409125649X;4.28
犬夜叉  27;Rumiko Takahashi;4091256473;4.28
The Return of Lum  Volume 3: Sweet Revenge (Urusei Yatsura  #4);Rumiko Takahashi;1569311935;4.0
The Return of Lum  Volume 5: Feudal Furor (Urusei Yatsura  #6);Rumiko Takahashi;1569312109;4.04
Lamu: Urusei Yatsura  7;Rumiko Takahashi;8484497321;4.48
Lamu: Urusei Yatsura  3;Rumiko Takahashi;8484497283;4.24
Lamu: Urusei Yatsura  6;Rumiko Takahashi;8484497313;4.25
Lamu: Urusei Yatsura  5;Rumiko Takahashi;8484497305;4.29
Lamu: Urusei Yatsura  4;Rumiko Takahashi;8484497291;4.38
The Return of Lum  Volume 1: Urusei Yatsura (Urusei Yatsura  #2);Rumiko Takahashi;1569310351;4.12
Lum: Urusei Yatsura. Perfect Collection (Urusei Yatsura  #1);Rumiko Takahashi;156931019X;3.99
らんま½ 12;Rumiko Takahashi;409126512X;4.09
Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)  #12);Rumiko Takahashi;1591162866;4.12
Ranma 1/2  #25;Rumiko Takahashi;8484491625;4.14
Your and My Secret  Vol. 1;Ai Morinaga;1413901433;3.55
A Man Rides Through (Mordant's Need  #2);Stephen R. Donaldson;345459849;4.02
The One Tree (The Second Chronicles of Thomas Covenant  #2);Stephen R. Donaldson;6163831;3.97
The Gap Into Madness: Chaos and Order (Gap  #4);Stephen R. Donaldson;553071793;4.15
The Gap Into Madness: Chaos and Order (Gap  #4);Stephen R. Donaldson;000647022X;4.15
The Gap Into Vision: Forbidden Knowledge (Gap  #2);Stephen R. Donaldson;553297600;3.99
The One Tree (The Second Chronicles of Thomas Covenant  #2);Stephen R. Donaldson;345418476;3.97
Reave the Just and Other Tales;Stephen R. Donaldson;553580140;3.9
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3);Stephen R. Donaldson;553562606;4.08
Pretty Face  Vol. 1;Yasuhiro Kano;1421513684;3.84
Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures;Molly C. Lee-Angela J. Linn-Chase Hensel-James H. Barker;1889963852;3.5
Just Another Pretty Face (Hollywood Dynasty  #2);Candace Schuler;373255594;3.89
Skylight Confessions;Alice Hoffman;316058785;3.63
The Foretelling;Alice Hoffman;316154091;3.82
Incantation;Alice Hoffman;316010197;3.87
Practical Magic;Alice Hoffman;425190374;3.79
The Probable Future;Alice Hoffman;345455916;3.83
The Complete Stories;Franz Kafka-Nahum N. Glatzer-John Updike-Willa Muir-Edwin Muir-Tania Stern-James Stern-Ernst Kaiser-Eithne Wilkins;805210555;4.35
Amerika;Franz Kafka;805210644;3.75
Collected Stories;Franz Kafka-Willa Muir-Edwin Muir-Gabriel Josipovici;679423036;4.35
Kafka: Toward a Minor Literature;Gilles Deleuze-Félix Guattari-Franz Kafka;816615152;4.18
The Annotated Brothers Grimm;Jacob Grimm-Wilhelm Grimm-Maria Tatar-A.S. Byatt-George Cruikshank-Paul Hey-Walter Crane-Warwick Goble-Kay Nielsen-Arthur Rackham;393058484;4.46
The Complete Brothers Grimm Fairy Tales;Jacob Grimm-Wilhelm Grimm;517229250;4.31
The Complete Fairy Tales of The Brothers Grimm;Jacob Grimm-Wilhelm Grimm-Jack D. Zipes-Johnny Gruelle;553382160;4.31
Beyond Innocence (Beyond Duet  #1);Emma Holly;515130990;3.62
Emma  Vol. 01;Kaoru Mori-森 薫;1401211321;3.83
Emma  Vol. 03;Kaoru Mori-森 薫;1401211348;4.11
The Black Company: Glittering Stone II (The Chronicles of the Black Company  #8-9);Glen Cook;739413007;4.31
Drum Into Silence (Drums of Chaos  #3);Jo Clayton-Kevin Andrew Murphy;812551249;3.36
Dance Down the Stars (Duel of Sorcery: Dancer  #3);Jo Clayton;886776171;3.73
Drum Calls (Drums of Chaos  #2);Jo Clayton;812551230;3.68
Fire in the Sky (Diadem: Shadowsong  #1);Jo Clayton;886776503;3.87
Quester's Endgame;Jo Clayton;886771382;3.97
Shadowkill (Diadem: Shadith's Quest  #3);Jo Clayton-Jo Clayton;886774675;3.98
Lidia's Family Table;Lidia Matticchio Bastianich-David Nussbaum-Christopher Hirsheimer;1400040353;4.22
Lidia's Italy;Lidia Matticchio Bastianich-Tanya Bastianich Manuali-David Nussbaum-Christopher Hirsheimer;1400040361;4.21
